Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
station01,930,2024-11-12 12:15:03.697807,221.15,0.04,2.12,0.254,49.98,1.0
station01,931,2024-11-12 12:15:03.727516,225.34,0.02,4.91,0.665,49.87,0.3
station01,932,2024-11-12 12:15:03.757908,222.61,0.01,2.01,0.115,50.16,0.01
station01,933,2024-11-12 12:15:03.790547,227.09,0.02,2.63,0.783,49.84,0.42
station01,934,2024-11-12 12:15:03.825366,229.67,0.05,4.25,0.493,49.86,0.75
station01,935,2024-11-12 12:15:03.858728,228.82,0.02,2.19,0.226,50.18,0.28
station01,936,2024-11-12 12:15:03.891530,228.76,0.03,2.86,0.732,49.95,0.17
station01,937,2024-11-12 12:15:03.923747,223.7,0.03,1.24,0.204,50.15,0.24
station01,938,2024-11-12 12:15:03.955405,220.92,0.04,1.3,0.915,50.2,0.5
station01,939,2024-11-12 12:15:03.986825,222.23,0.03,3.25,0.875,50.11,0.71
station01,940,2024-11-12 12:15:04.018270,220.2,0.04,0.13,0.778,49.94,0.35
station01,941,2024-11-12 12:15:04.052328,227.14,0.02,4.04,0.356,50.14,0.52
station01,942,2024-11-12 12:15:04.087695,227.96,0.04,3.74,0.701,50.18,0.22
station01,943,2024-11-12 12:15:04.119956,223.3,0.02,1.4,0.43,50.19,0.33
station01,944,2024-11-12 12:15:04.150524,223.0,0.04,2.67,0.633,49.94,0.82
station01,945,2024-11-12 12:15:04.196215,223.21,0.04,2.03,0.371,50.19,0.27
station01,946,2024-11-12 12:15:04.226050,222.44,0.02,0.28,0.006,49.9,0.01
station01,947,2024-11-12 12:15:04.256747,229.26,0.01,2.25,0.003,50.06,0.28
station01,948,2024-11-12 12:15:04.286630,220.74,0.04,0.41,0.101,50.06,0.16
station01,949,2024-11-12 12:15:04.314449,227.48,0.04,0.9,0.229,50.1,0.73
station01,950,2024-11-12 12:15:04.346642,220.62,0.02,0.91,0.738,49.87,0.26
station01,951,2024-11-12 12:15:04.376739,220.33,0.03,0.19,0.511,49.9,0.66
station01,952,2024-11-12 12:15:04.408507,221.77,0.04,0.71,0.75,49.91,0.93
station01,953,2024-11-12 12:15:04.440044,229.08,0.04,0.4,0.04,49.99,0.7
station01,954,2024-11-12 12:15:04.473625,225.72,0.03,2.39,0.959,50.19,0.43
station01,955,2024-11-12 12:15:04.503834,220.14,0.05,3.36,0.046,50.16,0.75
station01,956,2024-11-12 12:15:04.535272,228.16,0.04,2.24,0.646,49.83,0.98
station01,957,2024-11-12 12:15:04.566909,224.11,0.03,1.09,0.081,50.02,0.4
station01,958,2024-11-12 12:15:04.597476,225.36,0.03,2.58,0.662,50.09,0.56
station01,959,2024-11-12 12:15:04.627375,221.9,0.02,0.61,0.43,49.9,0.18
station01,960,2024-11-12 12:15:04.657051,227.4,0.02,0.4,0.272,50.13,0.61
station01,961,2024-11-12 12:15:04.688194,223.47,0.01,3.36,0.177,49.82,0.94
station01,962,2024-11-12 12:15:04.720193,223.31,0.03,2.71,0.851,50.17,0.21
station01,963,2024-11-12 12:15:04.749414,224.66,0.04,4.86,0.45,50.2,0.1
station01,964,2024-11-12 12:15:04.778067,224.91,0.04,1.53,0.52,50.16,0.91
station01,965,2024-11-12 12:15:04.809582,226.95,0.02,4.79,0.069,49.94,0.72
station01,966,2024-11-12 12:15:04.838250,226.11,0.01,0.05,0.378,49.9,0.83
station01,967,2024-11-12 12:15:04.868778,228.36,0.02,1.11,0.781,50.02,0.54
station01,968,2024-11-12 12:15:04.904084,229.01,0.05,1.1,0.075,50.14,0.53
station01,969,2024-11-12 12:15:04.933306,221.03,0.02,2.17,0.99,49.82,0.09
station01,970,2024-11-12 12:15:04.963884,222.73,0.02,0.9,0.181,50.0,0.89
station01,971,2024-11-12 12:15:05.026617,224.44,0.05,1.27,0.572,50.01,0.81
station01,972,2024-11-12 12:15:05.058518,226.05,0.03,2.01,0.028,50.14,0.29
station01,973,2024-11-12 12:15:05.085373,220.74,0.01,3.05,0.469,50.1,0.88
station01,974,2024-11-12 12:15:05.115266,226.09,0.01,1.14,0.466,50.08,0.09
station01,975,2024-11-12 12:15:05.143203,226.09,0.04,3.04,0.532,49.82,0.25
station01,976,2024-11-12 12:15:05.174809,225.49,0.03,4.01,0.797,50.1,0.32
station01,977,2024-11-12 12:15:05.202138,222.34,0.03,4.68,0.81,49.93,0.81
station01,978,2024-11-12 12:15:05.229718,224.55,0.04,2.48,0.751,50.01,0.94
station01,979,2024-11-12 12:15:05.261968,220.72,0.01,1.93,0.366,50.05,0.49
station01,980,2024-11-12 12:15:05.294921,225.26,0.04,1.78,0.618,49.98,0.09
station01,981,2024-11-12 12:15:05.323207,225.86,0.01,2.92,0.711,49.88,0.07
station01,982,2024-11-12 12:15:05.355240,225.14,0.02,1.28,0.839,49.89,0.48
station01,983,2024-11-12 12:15:05.386658,224.99,0.02,1.12,0.084,50.02,0.24
station01,984,2024-11-12 12:15:05.420478,224.14,0.04,4.32,0.436,49.92,0.01
station01,985,2024-11-12 12:15:05.449941,222.66,0.05,2.22,0.721,50.05,0.94
station01,986,2024-11-12 12:15:05.481303,220.04,0.04,1.85,0.092,49.97,0.12
station01,987,2024-11-12 12:15:05.514494,228.29,0.03,2.11,0.434,50.14,0.77
station01,988,2024-11-12 12:15:05.542800,220.66,0.03,4.3,0.442,49.96,0.45
station01,989,2024-11-12 12:15:05.573157,227.41,0.04,0.37,0.1,50.14,0.27
station01,990,2024-11-12 12:15:05.604588,223.35,0.01,2.35,0.596,50.03,0.83
station01,991,2024-11-12 12:15:05.638724,220.04,0.03,0.95,0.28,49.96,0.79
station01,992,2024-11-12 12:15:05.673874,224.4,0.03,2.33,0.065,50.09,0.73
station01,993,2024-11-12 12:15:05.710384,225.76,0.02,3.99,0.056,50.17,0.52
station01,994,2024-11-12 12:15:05.743319,223.48,0.03,1.18,0.844,49.96,0.76
station01,995,2024-11-12 12:15:05.774368,224.88,0.04,0.28,0.196,50.11,0.93
station01,996,2024-11-12 12:15:05.804213,229.7,0.03,0.82,0.057,50.17,0.43
station01,997,2024-11-12 12:15:05.833489,228.9,0.03,1.64,0.603,50.03,0.43
station01,998,2024-11-12 12:15:05.862595,221.38,0.04,4.06,0.57,50.17,1.0
station01,999,2024-11-12 12:15:05.895306,227.31,0.01,3.8,0.3,49.83,0.27
station01,1000,2024-11-12 12:15:05.923599,220.6,0.05,3.92,0.297,49.9,0.92
station01,1001,2024-11-12 12:15:05.954294,220.78,0.04,2.42,0.432,49.91,0.29
station01,1002,2024-11-12 12:15:05.985183,223.78,0.03,0.07,0.855,49.92,0.37
station01,1003,2024-11-12 12:15:06.014969,229.26,0.01,4.88,0.307,49.95,0.35
station01,1004,2024-11-12 12:15:06.049344,221.14,0.02,3.64,0.861,49.93,1.0
station01,1005,2024-11-12 12:15:06.080124,223.99,0.05,2.83,0.086,50.13,0.46
station01,1006,2024-11-12 12:15:06.109956,229.77,0.04,4.46,0.847,49.85,0.84
station01,1007,2024-11-12 12:15:06.141016,221.22,0.02,2.13,0.864,49.87,0.22
station01,1008,2024-11-12 12:15:06.171528,224.42,0.04,3.5,0.586,49.86,0.81
station01,1009,2024-11-12 12:15:06.202879,229.02,0.03,0.65,0.657,49.8,0.77
station01,1010,2024-11-12 12:15:06.236886,229.2,0.05,0.4,0.624,49.93,0.0
station01,1011,2024-11-12 12:15:06.268666,223.24,0.04,2.95,0.495,49.81,0.53
station01,1012,2024-11-12 12:15:06.300387,227.78,0.01,3.55,0.478,49.88,0.97
station01,1013,2024-11-12 12:15:06.332425,220.81,0.03,1.62,0.869,50.06,0.36
station01,1014,2024-11-12 12:15:06.362687,221.32,0.04,2.49,0.067,50.1,0.19
station01,1015,2024-11-12 12:15:06.393336,229.87,0.02,3.71,0.332,49.81,0.26
station01,1016,2024-11-12 12:15:06.427586,220.42,0.04,1.53,0.041,49.81,0.43
station01,1017,2024-11-12 12:15:06.458615,221.42,0.02,0.69,0.366,49.86,0.69
station01,1018,2024-11-12 12:15:06.488865,226.06,0.01,0.8,0.579,50.07,0.02
station01,1019,2024-11-12 12:15:06.522148,222.72,0.05,1.89,0.445,50.09,0.18
station01,1020,2024-11-12 12:15:06.553158,224.59,0.01,3.55,0.611,50.04,0.43
station01,1021,2024-11-12 12:15:06.617455,226.15,0.02,4.27,0.687,50.17,0.26
station01,1022,2024-11-12 12:15:06.652341,228.93,0.01,4.38,0.856,49.85,0.54
station01,1023,2024-11-12 12:15:06.687191,227.76,0.04,3.5,0.768,50.02,0.34
station01,1024,2024-11-12 12:15:06.936573,228.75,0.05,0.49,0.041,50.11,0.84
station01,1025,2024-11-12 12:15:07.066776,220.25,0.04,3.24,0.335,50.05,0.26
station01,1026,2024-11-12 12:15:07.191656,229.16,0.03,3.57,0.056,49.96,0.9
station01,1027,2024-11-12 12:15:07.230166,228.22,0.04,1.42,0.943,50.01,0.96
station01,1028,2024-11-12 12:15:07.354330,225.8,0.03,3.62,0.192,50.09,0.97
station01,1029,2024-11-12 12:15:07.478082,220.61,0.03,2.92,0.786,49.88,0.54
station01,1030,2024-11-12 12:15:07.601260,229.35,0.03,1.72,0.679,49.89,0.27
station01,1031,2024-11-12 12:15:07.629206,228.85,0.05,1.66,0.259,50.15,0.51
station01,1032,2024-11-12 12:15:07.745819,229.29,0.04,0.31,0.887,50.05,0.88
station01,1033,2024-11-12 12:15:07.927606,226.73,0.03,0.37,0.697,50.17,0.72
station01,1034,2024-11-12 12:15:08.084711,220.27,0.03,1.06,0.888,50.1,0.89
station01,1035,2024-11-12 12:15:08.236641,229.22,0.04,1.72,0.44,50.17,0.24
station01,1036,2024-11-12 12:15:08.264078,220.48,0.05,1.96,0.956,50.1,0.81
station01,1037,2024-11-12 12:15:08.417353,224.07,0.03,3.14,0.576,50.08,0.48
station01,1038,2024-11-12 12:15:08.449439,222.94,0.03,0.76,0.003,49.99,0.9
station01,1039,2024-11-12 12:15:08.565111,224.16,0.04,4.9,0.261,49.98,0.79
station01,1040,2024-11-12 12:15:08.718106,220.87,0.04,2.01,0.449,50.15,0.77
station01,1041,2024-11-12 12:15:08.749113,226.28,0.03,4.12,0.924,49.86,0.83
station01,1042,2024-11-12 12:15:08.900079,227.33,0.02,1.26,0.459,50.2,0.46
station01,1043,2024-11-12 12:15:09.086194,221.54,0.03,0.95,0.485,49.93,0.2
station01,1044,2024-11-12 12:15:09.231869,229.94,0.04,1.7,0.905,49.9,0.31
station01,1045,2024-11-12 12:15:09.386766,226.49,0.03,0.06,0.572,50.05,0.95
station01,1046,2024-11-12 12:15:09.417902,220.54,0.04,1.52,0.126,49.98,0.21
station01,1047,2024-11-12 12:15:09.572862,222.64,0.05,2.9,0.515,49.82,0.0
station01,1048,2024-11-12 12:15:09.728273,222.63,0.03,0.4,0.71,49.93,0.96
station01,1049,2024-11-12 12:15:09.884465,228.7,0.02,2.28,0.581,49.97,0.92
station01,1050,2024-11-12 12:15:09.920618,225.03,0.01,2.68,0.637,50.06,0.37
station01,1051,2024-11-12 12:15:10.080536,226.97,0.01,3.25,0.602,49.91,0.05
station01,1052,2024-11-12 12:15:10.235011,227.71,0.02,1.86,0.623,50.04,0.53
station01,1053,2024-11-12 12:15:10.267195,223.44,0.01,2.33,0.389,49.96,0.12
station01,1054,2024-11-12 12:15:10.300543,229.89,0.04,0.63,0.724,50.12,0.19
station01,1055,2024-11-12 12:15:10.334542,228.75,0.04,4.51,0.215,49.9,0.16
station01,1056,2024-11-12 12:15:10.376903,222.18,0.01,0.89,0.232,50.11,0.3
station01,1057,2024-11-12 12:15:10.420288,222.67,0.04,1.43,0.392,50.08,0.1
station01,1058,2024-11-12 12:15:10.452173,223.42,0.02,4.66,0.42,50.11,0.5
station01,1059,2024-11-12 12:15:10.484133,222.71,0.04,4.3,0.626,49.89,0.6
station01,1060,2024-11-12 12:15:10.514181,228.86,0.02,0.93,0.965,50.13,0.07
station01,1061,2024-11-12 12:15:10.548760,227.52,0.04,1.03,0.495,50.11,0.7
station01,1062,2024-11-12 12:15:10.580576,221.87,0.02,2.68,0.518,50.08,0.21
station01,1063,2024-11-12 12:15:10.610339,229.11,0.02,1.31,0.118,49.94,0.01
station01,1064,2024-11-12 12:15:10.639810,224.03,0.05,4.86,0.94,50.05,0.34
station01,1065,2024-11-12 12:15:10.671478,224.04,0.02,1.51,0.875,50.01,0.66
station01,1066,2024-11-12 12:15:10.702322,222.76,0.05,0.78,0.244,49.99,0.31
station01,1067,2024-11-12 12:15:10.737659,225.79,0.05,3.74,0.992,49.91,0.84
station01,1068,2024-11-12 12:15:10.767964,225.27,0.02,1.04,0.01,49.93,0.73
station01,1069,2024-11-12 12:15:10.799123,224.66,0.02,3.63,0.774,50.1,0.97
station01,1070,2024-11-12 12:15:10.830653,225.68,0.04,4.96,0.901,50.1,0.75
station01,1071,2024-11-12 12:15:10.859804,227.1,0.03,0.82,0.014,50.07,0.31
station01,1072,2024-11-12 12:15:10.892951,227.14,0.04,1.51,0.894,49.99,0.1
station01,1073,2024-11-12 12:15:10.920880,222.96,0.04,3.15,0.274,50.12,0.29
station01,1074,2024-11-12 12:15:10.951589,229.93,0.05,4.08,0.977,50.11,0.48
station01,1075,2024-11-12 12:15:10.981613,222.7,0.03,3.32,0.489,50.17,0.84
station01,1076,2024-11-12 12:15:11.011444,227.23,0.03,0.81,0.305,49.96,0.87
station01,1077,2024-11-12 12:15:11.044832,226.48,0.01,1.43,0.821,50.05,0.35
station01,1078,2024-11-12 12:15:11.077846,220.7,0.03,0.84,0.764,50.06,0.55
station01,1079,2024-11-12 12:15:11.109788,224.86,0.05,0.6,0.847,49.94,0.57
station01,1080,2024-11-12 12:15:11.139919,221.17,0.02,4.04,0.127,50.09,0.38
station01,1081,2024-11-12 12:15:11.170638,221.16,0.04,2.17,0.525,49.9,0.45
station01,1082,2024-11-12 12:15:11.206670,226.63,0.02,0.22,0.359,49.86,0.69
station01,1083,2024-11-12 12:15:11.237507,220.38,0.03,1.97,0.817,50.18,0.9
station01,1084,2024-11-12 12:15:11.273030,223.58,0.03,3.08,0.739,49.98,0.3
station01,1085,2024-11-12 12:15:11.303907,228.5,0.02,3.03,0.993,49.98,0.94
station01,1086,2024-11-12 12:15:11.334235,221.97,0.05,0.47,0.912,49.93,0.6
station01,1087,2024-11-12 12:15:11.366863,226.27,0.03,4.23,0.316,50.19,0.5
station01,1088,2024-11-12 12:15:11.399433,228.95,0.02,4.98,0.071,50.05,0.73
station01,1089,2024-11-12 12:15:11.431026,228.85,0.01,0.18,0.522,50.16,0.29
station01,1090,2024-11-12 12:15:11.463454,225.82,0.02,1.5,0.614,49.81,0.54
station01,1091,2024-11-12 12:15:11.494773,226.27,0.03,3.96,0.504,50.04,0.23
station01,1092,2024-11-12 12:15:11.525214,227.27,0.03,4.08,0.239,50.16,0.25
station01,1093,2024-11-12 12:15:11.565208,222.76,0.02,1.08,0.518,49.81,0.26
station01,1094,2024-11-12 12:15:11.633140,228.82,0.03,2.1,0.631,50.03,0.31
station01,1095,2024-11-12 12:15:11.666302,222.06,0.03,4.19,0.662,49.89,0.53
station01,1096,2024-11-12 12:15:11.700266,228.86,0.05,2.62,0.132,49.91,0.19
station01,1097,2024-11-12 12:15:11.735804,227.22,0.02,1.42,0.181,50.02,0.44
station01,1098,2024-11-12 12:15:11.767411,220.48,0.05,1.74,0.563,49.83,0.03
station01,1099,2024-11-12 12:15:11.798158,220.98,0.04,1.69,0.234,50.11,0.33
station01,1100,2024-11-12 12:15:11.862419,225.79,0.03,4.86,0.336,50.18,0.82
station01,1101,2024-11-12 12:15:11.892768,228.33,0.02,1.09,0.517,50.07,0.94
station01,1102,2024-11-12 12:15:11.926555,224.94,0.02,4.14,0.317,49.82,0.29
station01,1103,2024-11-12 12:15:11.960857,223.88,0.02,0.26,0.2,50.13,0.41
station01,1104,2024-11-12 12:15:11.996796,227.49,0.02,4.41,0.044,50.06,0.38
station01,1105,2024-11-12 12:15:12.118422,222.9,0.02,3.3,0.035,50.03,0.15
station01,1106,2024-11-12 12:15:12.153174,220.62,0.04,4.21,0.261,49.84,0.97
station01,1107,2024-11-12 12:15:12.381101,221.95,0.03,3.64,0.833,49.98,0.94
station01,1108,2024-11-12 12:15:12.418041,224.37,0.02,1.28,0.253,49.82,0.46
station01,1109,2024-11-12 12:15:12.550981,222.07,0.04,1.11,0.089,49.82,0.78
station01,1110,2024-11-12 12:15:12.677753,223.04,0.04,4.18,0.145,50.01,0.68
station01,1111,2024-11-12 12:15:12.803771,221.18,0.02,1.99,0.328,49.92,0.26
station01,1112,2024-11-12 12:15:12.930256,228.19,0.02,3.01,0.849,49.89,0.48
station01,1113,2024-11-12 12:15:12.963847,225.78,0.03,2.62,0.258,50.06,0.66
station01,1114,2024-11-12 12:15:13.093602,223.29,0.05,2.01,0.783,50.18,0.68
station01,1115,2024-11-12 12:15:13.250918,224.86,0.03,2.5,0.982,50.2,0.11
station01,1116,2024-11-12 12:15:13.570745,221.31,0.01,0.57,0.611,49.87,0.6
station01,1117,2024-11-12 12:15:13.605057,223.07,0.01,3.93,0.516,49.97,0.06
station01,1118,2024-11-12 12:15:13.762055,229.75,0.04,4.99,0.155,50.18,0.03
station01,1119,2024-11-12 12:15:13.873606,220.7,0.04,4.99,0.775,50.06,0.93
station01,1120,2024-11-12 12:15:14.030140,221.5,0.05,2.23,0.732,50.13,0.75
station01,1121,2024-11-12 12:15:14.061596,228.47,0.03,3.95,0.84,49.84,0.47
station01,1122,2024-11-12 12:15:14.213418,225.04,0.04,0.88,0.257,49.88,0.17
station01,1123,2024-11-12 12:15:14.409525,220.71,0.04,3.88,0.341,49.99,0.15
station01,1124,2024-11-12 12:15:14.554220,229.05,0.01,1.41,0.834,50.17,0.71
station01,1125,2024-11-12 12:15:14.588966,221.87,0.03,1.93,0.224,49.94,0.71
station01,1126,2024-11-12 12:15:14.621875,225.9,0.02,4.93,0.58,49.81,0.58
station01,1127,2024-11-12 12:15:14.652547,223.93,0.03,1.81,0.085,50.11,0.31
station01,1128,2024-11-12 12:15:14.681236,224.88,0.03,4.7,0.155,50.04,0.11
station01,1129,2024-11-12 12:15:14.716870,220.96,0.04,0.94,0.205,50.14,0.2
station01,1130,2024-11-12 12:15:14.747302,227.06,0.05,0.52,0.602,49.86,0.5
station01,1131,2024-11-12 12:15:14.778694,224.21,0.02,2.11,0.649,50.17,0.02
station01,1132,2024-11-12 12:15:14.812912,228.58,0.04,4.19,0.94,49.85,0.66
station01,1133,2024-11-12 12:15:14.845089,226.67,0.05,4.12,0.323,50.06,0.11
station01,1134,2024-11-12 12:15:14.876233,227.95,0.02,2.5,0.478,50.01,0.46
station01,1135,2024-11-12 12:15:14.906577,227.1,0.03,1.68,0.044,49.98,0.64
station01,1136,2024-11-12 12:15:14.937073,221.84,0.03,4.72,0.029,49.99,0.61
station01,1137,2024-11-12 12:15:14.969283,222.97,0.03,2.56,0.389,49.85,0.29
station01,1138,2024-11-12 12:15:15.000899,222.98,0.01,2.49,0.346,50.02,0.94
station01,1139,2024-11-12 12:15:15.033459,227.41,0.02,4.39,0.335,49.83,0.56
station01,1140,2024-11-12 12:15:15.069565,225.55,0.05,3.54,0.081,50.02,0.84
station01,1141,2024-11-12 12:15:15.103460,224.31,0.02,3.48,0.517,49.89,0.98
station01,1142,2024-11-12 12:15:15.131598,223.23,0.02,0.46,0.38,50.1,0.51
station01,1143,2024-11-12 12:15:15.162418,228.95,0.04,3.35,0.784,49.98,0.21
station01,1144,2024-11-12 12:15:15.194359,223.2,0.03,0.62,0.605,49.88,0.19
station01,1145,2024-11-12 12:15:15.224489,221.4,0.01,2.92,0.152,50.08,0.09
station01,1146,2024-11-12 12:15:15.256298,222.07,0.05,1.65,0.549,50.07,0.43
station01,1147,2024-11-12 12:15:15.286234,224.39,0.02,3.65,0.728,49.86,0.67
station01,1148,2024-11-12 12:15:15.321233,227.4,0.04,4.66,0.178,49.89,0.61
station01,1149,2024-11-12 12:15:15.354715,221.44,0.04,3.79,0.694,49.8,0.86
station01,1150,2024-11-12 12:15:15.383983,220.08,0.02,2.85,0.626,49.85,0.22
station01,1151,2024-11-12 12:15:15.416793,222.59,0.02,0.47,0.464,50.04,0.06
station01,1152,2024-11-12 12:15:15.449388,228.6,0.05,0.3,0.858,50.2,0.25
station01,1153,2024-11-12 12:15:15.504562,228.57,0.04,3.23,0.734,49.86,0.42
station01,1154,2024-11-12 12:15:15.539743,223.45,0.03,4.2,0.382,50.05,0.54
station01,1155,2024-11-12 12:15:15.573722,228.35,0.05,2.19,0.648,49.86,0.34
station01,1156,2024-11-12 12:15:15.607618,222.81,0.02,2.31,0.172,50.16,0.32
station01,1157,2024-11-12 12:15:15.639166,226.04,0.02,4.54,0.151,49.87,0.12
station01,1158,2024-11-12 12:15:15.670512,225.51,0.01,0.29,0.665,49.91,0.71
station01,1159,2024-11-12 12:15:15.705787,220.89,0.01,2.6,0.517,49.82,0.12
station01,1160,2024-11-12 12:15:15.736496,229.67,0.05,3.81,0.996,49.89,0.96
station01,1161,2024-11-12 12:15:15.769295,223.81,0.04,2.25,0.906,49.87,0.05
station01,1162,2024-11-12 12:15:15.801110,221.06,0.02,1.11,0.949,49.98,0.33
station01,1163,2024-11-12 12:15:15.843388,223.71,0.02,1.02,0.925,49.89,0.06
station01,1164,2024-11-12 12:15:15.874518,228.15,0.01,3.4,0.39,50.01,0.33
station01,1165,2024-11-12 12:15:15.905181,223.34,0.02,0.15,0.331,50.07,0.14
station01,1166,2024-11-12 12:15:15.939027,222.91,0.01,2.74,0.746,50.05,0.06
station01,1167,2024-11-12 12:15:15.975888,224.15,0.02,2.97,0.442,50.18,0.92
station01,1168,2024-11-12 12:15:16.005683,221.57,0.03,4.54,0.586,50.0,0.94
station01,1169,2024-11-12 12:15:16.034085,222.89,0.05,4.36,0.938,50.1,0.98
station01,1170,2024-11-12 12:15:16.068180,220.94,0.02,0.03,0.549,50.15,0.4
station01,1171,2024-11-12 12:15:16.101646,227.33,0.03,2.58,0.029,50.13,0.2
station01,1172,2024-11-12 12:15:16.132400,226.95,0.01,2.73,0.961,49.95,0.16
station01,1173,2024-11-12 12:15:16.165168,224.33,0.02,2.1,0.394,49.97,0.2
station01,1174,2024-11-12 12:15:16.194680,225.15,0.04,2.89,0.401,49.86,0.49
station01,1175,2024-11-12 12:15:16.226719,228.06,0.02,3.82,0.536,49.93,0.71
station01,1176,2024-11-12 12:15:16.262923,223.7,0.02,2.17,0.968,50.14,0.21
station01,1177,2024-11-12 12:15:16.293629,228.06,0.01,2.66,0.724,49.83,0.41
station01,1178,2024-11-12 12:15:16.323171,227.43,0.02,3.43,0.044,50.15,0.48
station01,1179,2024-11-12 12:15:16.353889,223.44,0.01,1.7,0.107,49.95,0.15
station01,1180,2024-11-12 12:15:16.385958,220.87,0.02,0.97,0.989,49.96,0.7
station01,1181,2024-11-12 12:15:16.416048,221.68,0.02,0.06,0.071,49.86,0.51
station01,1182,2024-11-12 12:15:16.447486,221.83,0.02,0.81,0.319,50.03,0.94
station01,1183,2024-11-12 12:15:16.478709,229.87,0.01,2.42,0.643,49.86,0.24
station01,1184,2024-11-12 12:15:16.512607,227.4,0.01,1.69,0.363,50.03,0.29
station01,1185,2024-11-12 12:15:16.544045,221.58,0.02,4.0,0.394,50.09,0.58
station01,1186,2024-11-12 12:15:16.580890,222.7,0.03,4.6,0.717,49.96,0.24
station01,1187,2024-11-12 12:15:16.656867,225.16,0.03,0.66,0.688,49.82,0.79
station01,1188,2024-11-12 12:15:16.692867,225.45,0.04,1.33,0.936,49.93,0.63
station01,1189,2024-11-12 12:15:16.724547,220.39,0.03,2.96,0.631,50.09,0.67
station01,1190,2024-11-12 12:15:16.758846,220.43,0.03,3.56,0.802,49.96,0.57
station01,1191,2024-11-12 12:15:16.790399,223.13,0.05,0.8,0.226,49.89,0.57
station01,1192,2024-11-12 12:15:16.822512,227.22,0.01,2.59,0.762,49.92,0.21
station01,1193,2024-11-12 12:15:16.893291,228.26,0.03,1.64,0.18,49.92,0.96
station01,1194,2024-11-12 12:15:16.925985,224.42,0.02,4.01,0.518,49.92,0.84
station01,1195,2024-11-12 12:15:16.960172,227.73,0.03,3.65,0.422,50.07,0.65
station01,1196,2024-11-12 12:15:16.991304,223.57,0.04,3.69,0.835,50.15,0.04
station01,1197,2024-11-12 12:15:17.022068,221.62,0.02,1.84,0.197,50.03,0.85
station01,1198,2024-11-12 12:15:17.056476,228.29,0.04,3.64,0.895,49.88,0.14
station01,1199,2024-11-12 12:15:17.115415,224.96,0.05,3.41,0.312,50.03,0.15
station01,1200,2024-11-12 12:15:17.151522,226.53,0.01,3.44,0.781,49.94,0.23
station01,1201,2024-11-12 12:15:17.183790,228.06,0.04,3.91,0.865,50.19,0.91
station01,1202,2024-11-12 12:15:17.216577,227.0,0.03,1.58,0.276,49.92,0.3
station01,1203,2024-11-12 12:15:17.246124,224.37,0.01,0.35,0.261,49.96,0.23
station01,1204,2024-11-12 12:15:17.307012,221.9,0.03,0.97,0.147,50.19,0.91
station01,1205,2024-11-12 12:15:17.344482,221.33,0.05,0.35,0.503,50.04,0.47
station01,1206,2024-11-12 12:15:17.374610,225.61,0.03,4.26,0.928,49.98,0.32
station01,1207,2024-11-12 12:15:17.413183,226.6,0.05,4.0,0.017,50.09,0.96
station01,1208,2024-11-12 12:15:17.475912,228.96,0.02,3.85,0.452,49.88,0.59
station01,1209,2024-11-12 12:15:17.517137,223.14,0.03,2.05,0.574,49.97,0.59
station01,1210,2024-11-12 12:15:17.546623,221.23,0.02,3.14,0.045,49.86,0.27
station01,1211,2024-11-12 12:15:17.576944,224.43,0.03,0.72,0.986,49.91,0.65
station01,1212,2024-11-12 12:15:18.032932,228.27,0.03,3.58,0.78,49.96,0.31
station01,1213,2024-11-12 12:15:18.078456,220.15,0.05,2.38,0.155,50.18,0.8
station01,1214,2024-11-12 12:15:18.110773,224.04,0.01,1.46,0.272,49.98,0.57
station01,1215,2024-11-12 12:15:18.140343,229.46,0.04,2.9,0.975,49.81,0.81
station01,1216,2024-11-12 12:15:18.171375,228.95,0.03,1.48,0.207,49.89,0.31
station01,1217,2024-11-12 12:15:18.205467,229.2,0.01,0.18,0.407,50.17,0.86
station01,1218,2024-11-12 12:15:18.240266,220.42,0.03,1.92,0.523,49.84,0.87
station01,1219,2024-11-12 12:15:18.272573,221.31,0.01,3.18,0.604,50.06,0.75
station01,1220,2024-11-12 12:15:18.305484,229.65,0.04,0.0,0.408,49.83,1.0
station01,1221,2024-11-12 12:15:18.339849,225.21,0.01,1.34,0.879,50.09,0.29
station01,1222,2024-11-12 12:15:18.370988,229.57,0.01,2.6,0.297,50.17,0.4
station01,1223,2024-11-12 12:15:18.403864,228.25,0.04,1.72,0.462,49.93,0.27
station01,1224,2024-11-12 12:15:18.433567,224.53,0.03,3.72,0.771,49.98,0.29
station01,1225,2024-11-12 12:15:18.465550,228.29,0.01,4.4,0.395,49.82,0.86
station01,1226,2024-11-12 12:15:18.499427,222.24,0.03,0.86,0.539,50.09,0.86
station01,1227,2024-11-12 12:15:18.535464,226.11,0.02,3.03,0.55,50.03,0.69
station01,1228,2024-11-12 12:15:18.571192,227.71,0.04,0.1,0.893,49.86,0.03
station01,1229,2024-11-12 12:15:18.606059,229.25,0.01,4.07,0.012,50.0,0.39
station01,1230,2024-11-12 12:15:18.634991,221.22,0.05,3.62,0.665,50.03,0.57
station01,1231,2024-11-12 12:15:18.670170,222.19,0.04,3.95,0.265,50.1,0.79
station01,1232,2024-11-12 12:15:18.703552,227.37,0.04,4.07,0.74,49.96,0.0
station01,1233,2024-11-12 12:15:18.734729,227.77,0.04,2.39,0.324,49.88,0.23
station01,1234,2024-11-12 12:15:18.767420,220.66,0.02,1.51,0.329,50.16,0.86
